CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
4x4,9,DEFHK,LNPQR,TUWXY,0001110100110101110110111,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
8x3,6,ABCEF,GHILP,QTUWY,1110111110010001100110101,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
5x4,6,ABCDG,KMNPQ,TUVWY,1111001000101101100111101,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
7x3,7,ACDEH,IJLNO,RSUVY,1011100111010110011011001,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1
6x5,7,BCEFH,IKQRT,UVWXY,0110110110100000110111111,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1
6x3,5,ABDEG,IKLOQ,STWXY,1101101010110010101100111,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
6x4,7,ABDEI,JKLOS,TUVWX,1101100011110010001111110,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0
7x4,6,ABCEG,HILNS,TUVWY,1110101110010100001111101,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1
5x3,9,CDHIJ,LMNOP,RTWXY,0011000111011111010100111,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
5x1,8,ADEFI,KLNOP,QRSTV,1001110010110111111101000,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
7x3,9,ACDEF,HINPR,STVWX,1011110110000101011101110,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0
5x2,6,EGHIJ,KLNOP,QSTUW,0000101111110111101110100,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0
6x3,7,ABCGH,JKLMN,RTUWY,1110001101111100010110101,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1
6x3,7,ABCGH,JKLOP,QTVWY,1110001101110011100101101,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1
6x2,5,ADEFG,ILMOQ,RSTUY,1001111010011010111110001,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1
6x3,5,ABCEI,JKMOP,QRWXY,1110100011101011110000111,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
5x4,8,BDGIJ,LMNOP,QVWXY,0101001011011111100001111,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
6x3,7,ABCEF,GKLNP,QSUVX,1110111000110101101011010,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
6x3,8,BDEFI,JMOQR,STVWX,0101110011001010111101110,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0
8x1,9,ABCDF,GIJNP,QRSTX,1111011011000101111100010,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
8x4,6,ACDEF,GHJMO,SUVXY,1011111101001010001011011,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1
6x2,7,ABFGI,JKMNP,QRSVW,1100011011101101111001100,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0
7x3,7,ABDEG,HJMOP,STVWY,1101101101001011001101101,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1
8x0,7,ABCDE,GHJKL,MOPRS,1111101101111011011000000,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
5x4,8,CEFGJ,LNOQR,TVWXY,0010111001010110110101111,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1
6x3,7,ACDFG,HKNPQ,STUVW,1011011100100101101111100,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0
6x2,6,ABCDE,IKLMQ,RSTWX,1111100010111000111100110,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
4x5,6,ADEIK,MNQRT,UVWXY,1001100010101100110111111,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
6x2,9,BDEGH,JLMNP,QRSWX,0101101101011101111000110,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0
5x5,7,CDFGJ,MQRST,UVWXY,0011011001001000111111111,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
6x3,8,BCDEH,IMNPR,STUVY,0111100110001101011111001,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1
6x4,7,DEFHI,JMNOP,SUWXY,0001110111001111001010111,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1
6x4,9,ABCFG,HLMNP,TUVWX,1110011100011101000111110,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0
8x2,8,ABCEF,GHJMP,QRTUV,1110111101001001110111000,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
6x2,7,CDEGH,JKNOP,QRSVY,0011101101100111111001001,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1
6x1,8,ACFHI,JLMNO,PQRSV,1010010111011111111001000,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
6x1,10,BDFGI,JKLMN,PRSTV,0101011011111101011101000,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
5x3,8,BCDEI,LNPQR,STUWX,0111100010010101111110110,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0
7x1,7,BCDEG,HILMN,OQRTU,0111101110011110110110000,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
4x4,6,BEIJK,LMPQR,SUVWY,0100100011111001111011101,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
9x1,9,ABCDF,GHIJL,MNQRV,1111011111011100110001000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
4x4,6,ACDEK,LMORS,TUVWX,1011100000111010011111110,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
7x4,8,BDEFG,IJKLQ,TUVXY,0101111011110000100111011,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1
7x2,7,ABCDE,HJKMN,RSTUW,1111100101101100011110100,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
6x3,6,ACEFG,JMNOP,QRWXY,1010111001001111110000111,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
5x3,7,ADHIJ,LMOPQ,STUWX,1001000111011011101110110,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
7x4,7,ACEFG,HJNOR,SUVWX,1010111101000110011011110,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
5x4,8,ABDFH,KMPQR,SUVXY,1101010100101001111011011,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1
6x4,6,ACDEG,JKLMP,QVWXY,1011101001111001100001111,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1
8x4,6,ACDEG,HIJKN,OUVWX,1011101111100110000011110,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0
7x3,9,BCEFG,HJKLQ,RTUVX,0110111101110000110111010,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0
5x4,7,BCDFJ,KMOQR,TUWXY,0111010001101010110110111,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1
5x4,7,BCDIJ,KMOQR,TVWXY,0111000011101010110101111,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
6x3,6,ACDEF,HKMNO,PSUXY,1011110100101111001010011,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
5x4,6,BDEGH,KLNOQ,SUVWY,0101101100110110101011101,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1
6x2,8,ABDFG,JKLMN,QRSUV,1101011001111100111011000,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0
5x3,7,EFGIJ,KLMOP,RTUVW,0000111011111011010111100,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
4x5,7,AEFHL,MNORS,UVWXY,1000110100011110011011111,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1
6x2,7,ACEFH,JKLNO,QSTVY,1010110101110110101101001,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
7x3,8,ABEFG,IJMNO,PTUVX,1100111011001111000111010,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0
8x2,7,BCEFG,HIJKL,NOQUV,0110111111110110100011000,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0
7x3,10,ABDFH,IJKLN,PRUXY,1101010111110101010010011,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
4x4,8,AGHJL,MNOPR,SVWXY,1000001101011111011001111,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1
7x3,6,ACEGH,IJMNQ,STVXY,1010101111001100101101011,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
5x3,7,ACEIJ,LMNQR,STUVX,1010100011011100111111010,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0
6x3,6,ABDEH,ILMNO,PSUWY,1101100110011111001010101,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1
7x4,7,ABCFG,HJKOP,QUVXY,1110011101100011100011011,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1
5x4,7,ABCFJ,LMNOS,TUWXY,1110010001011110001110111,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
4x4,6,CFGIK,LMOPR,SVWXY,0010011010111011011001111,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
5x3,10,BDEFJ,KLOPR,STVXY,0101110001110011011101011,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1
5x4,7,ACFIJ,MNQRS,TUVWX,1010010011001100111111110,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
7x2,10,BCDEF,GHKLN,PSTVX,0111111100110101001101010,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
9x2,9,ABCDE,FHIJK,PRSVX,1111110111100001011001010,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
3x4,6,AEHKL,OPQRS,TUVWY,1000100100110011111111101,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
6x2,9,ADFHI,JLNOP,QRTUY,1001010111010111110110001,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1
5x4,6,EFGHJ,KMOQR,SUVXY,0000111101101010111011011,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1
4x3,6,AEFJK,LMOQR,STUWX,1000110001111010111110110,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0
8x3,9,BCDFG,HIJKP,RTUXY,0111011111100001010110011,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1
7x3,7,CDFGH,IJKLO,PSVWY,0011011111110011001001101,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1
7x2,6,ADEFG,HJMOP,QSTUY,1001111101001011101110001,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1
7x3,5,ACEFG,IJKLQ,RSUVY,1010111011110000111011001,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
4x5,8,BDFIL,MOPST,UVWXY,0101010010011011001111111,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
5x3,9,ADFGJ,LMPQR,STVWX,1001011001011001111101110,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0
7x3,7,ACDFG,IJLMO,RSVXY,1011011011011010011001011,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1
7x1,8,ACDFG,HILMO,PQRTV,1011011110011011110101000,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
7x4,6,ABCEF,HILMO,QUVXY,1110110110011010100011011,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1
6x3,7,ABCDE,JLMNO,QTUXY,1111100001011110100110011,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
5x4,6,ABCHI,KMPRS,TUVWY,1110000110101001011111101,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
6x4,7,ABEFG,HLMPQ,SUVWX,1100111100011001101011110,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0
5x4,6,ACDGJ,MNOQR,TUVWY,1011001001001110110111101,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1
7x2,8,ABDGH,IJLMN,QSTVW,1101001111011100101101100,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0
8x2,9,ABCDE,FHJNO,PRSVW,1111110101000111011001100,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0
6x3,8,ACDEF,GLNOP,RTWXY,1011111000010111010100111,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1
7x2,5,ABCEF,IJKMQ,RSTUY,1110110011101000111110001,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1
6x4,7,ABEFG,HLOPQ,TUVWY,1100111100010011100111101,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1
8x2,7,ABCDE,HIJKM,NOPUX,1111100111101111000010010,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
6x2,8,ABDFG,JLNOP,QSTWY,1101011001010111101100101,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1
7x3,6,ABCDE,HIKMN,QRUVY,1111100110101100110011001,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1
6x2,6,ACGHI,JKLMN,OPTUW,1010001111111111000110100,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
7x3,7,BDEFG,IJKOP,STWXY,0101111011100011001100111,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1
5x4,10,ABDFJ,LNQRS,TVWXY,1101010001010100111101111,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
6x2,7,ACEGH,JLMNP,QRTWY,1010101101011101110100101,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
4x4,7,BDEGK,LNORS,TUVWY,0101101000110110011111101,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
4x4,6,BFGJK,MOPQR,SUWXY,0100011001101011111010111,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
7x3,6,ACDEG,IJMNP,STUXY,1011101011001101001110011,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1
6x3,6,ABEHI,JMOPQ,RSUXY,1100100111001011111010011,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1
4x4,6,CGIJL,MNOQS,TVWXY,0010001011011110101101111,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1
5x1,7,CFGHI,KLNOP,QRSTW,0010011110110111111100100,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
5x4,7,BCDFG,KLMQR,SVWXY,0111011000111000111001111,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
5x3,11,BDFHJ,LNOPR,STUXY,0101010101010111011110011,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
7x3,6,ACEFH,IJKMP,RSUWX,1010110111101001011010110,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0
6x5,8,BCDFH,IORST,UVWXY,0111010110000010011111111,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
7x2,7,CDEFH,IJKMN,OPQVY,0011110111101111100001001,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
7x2,7,ADEGH,IJKOP,RSTUV,1001101111100011011111000,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
5x2,7,ABCGH,LMNOQ,RSTVY,1110001100011110111101001,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
4x5,9,CDHJK,LNORT,UVWXY,0011000101110110010111111,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1
6x3,5,ACDGI,JKMNQ,RSVWY,1011001011101100111001101,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1
7x3,5,ADEFG,HIKNP,QSUWY,1001111110100101101010101,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
6x4,8,ACDEF,GLPQR,TUVWX,1011111000010001110111110,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
6x3,8,ABDFG,JKLNR,STUWY,1101011001110100011110101,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1
6x1,6,ABFGI,JKMNO,QRSTW,1100011011101110111100100,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0
5x4,4,ACEHI,KMNOQ,SUVXY,1010100110101110101011011,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
5x4,6,ABCFH,KLMOQ,RUWXY,1110010100111010110010111,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1
7x2,8,ABDEG,HJMOQ,RSTVX,1101101101001010111101010,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0
6x4,7,BCFGI,JMNOP,QUVXY,0110011011001111100011011,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
6x3,7,ABCEF,JKMPR,STUWX,1110110001101001011110110,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0
6x4,7,CDEGH,JKMPR,SUVXY,0011101101101001011011011,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1
6x4,8,BDGHI,JMPQR,SVWXY,0101001111001001111001111,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1
5x4,6,ACEIJ,LOPRS,TUWXY,1010100011010011011110111,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1
6x2,6,CEFGI,JKNOP,QRSXY,0010111011100111111000011,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
6x2,6,BCDEG,ILMNO,PSTUW,0111101010011111001110100,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0
6x4,9,BCDEH,JKLOR,TVWXY,0111100101110010010101111,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1
7x2,9,ABEFG,HJLMN,OPTUV,1100111101011111000111000,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0
5x3,7,ADEGJ,LMOQR,STVWX,1001101001011010111101110,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
4x4,7,ABEHK,LNOPS,TUWXY,1100100100110111001110111,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1
6x3,5,CDEFG,IKOQR,STUWX,0011111010100010111110110,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0
5x3,6,AEHIJ,KMNOQ,STVXY,1000100111101110101101011,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1
7x3,10,ABDEF,IJNOP,RTVWX,1101110011000111010101110,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
6x3,5,ABDEG,IKNOP,STUWY,1101101010100111001110101,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
7x2,6,ABCEG,HIMNQ,RSTXY,1110101110001100111100011,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1
4x3,7,CEGHK,LMOPR,STVXY,0010101100111011011101011,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
6x3,8,ABDEF,IMNPQ,RTWXY,1101110010001101110100111,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1
6x4,7,ACDFG,ILMNP,SUVXY,1011011010011101001011011,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1
8x2,10,BCDEF,GHJLM,NRTUX,0111111101011100010110010,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
5x4,7,BDFGI,KLMRS,TUWXY,0101011010111000011110111,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1
6x2,6,ABDEG,HKMNO,PQTWY,1101101100101111100100101,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
5x4,6,ABCEG,LNOPR,SUWXY,1110101000010111011010111,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1
4x3,7,CFGJK,LMNOR,STUXY,0010011001111110011110011,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
7x1,8,ABDFG,HIKMN,OPRTU,1101011110101111010110000,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
5x4,7,ADGIJ,KNOPQ,RUVWX,1001001011100111110011110,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0
7x3,7,ADEFH,IJKNO,PSUWX,1001110111100111001010110,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0
4x1,7,AFIJK,LMNOP,QRSTW,1000010011111111111100100,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
5x3,7,ADEGJ,MNPQR,STUVY,1001101001001101111111001,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1
7x2,6,BCDEG,IJMNP,QSTUY,0111101011001101101110001,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1
4x3,8,ADFIL,MNPQR,STUXY,1001010010011101111110011,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
7x1,7,CEFGH,IJLMO,PQRSV,0010111111011011111001000,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0
5x3,7,BEFHI,KMNPQ,RTUWY,0100110110101101110110101,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1
6x3,6,ACGHI,JKNOP,QTUVW,1010001111100111100111100,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0
7x3,6,ABEGH,IJKLM,NSUVY,1100101111111100001011001,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
6x3,8,ACDFG,JLMNQ,RSUVX,1011011001011100111011010,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0
7x3,5,ABEFG,HIKLM,OSUWX,1100111110111010001010110,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0
6x4,6,BCDEG,JKMOP,SUVWX,0111101001101011001011110,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
5x3,8,ACEHJ,KLNQR,STVWX,1010100101110100111101110,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0
6x3,10,BDEHI,JLNPR,STUVW,0101100111010101011111100,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
5x5,8,BGHIJ,KPRST,UVWXY,0100001111100001011111111,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
